Category,Year,Date,Weekday,Current_Match,Country,Commodity,Transport_Mode,Measure,Value,Cumulative
Reimpor,2015,05/12/2015,Saturday,2020-05-12,All,All,All,$,5000000,221000000
Reimpor,2016,03/12/2016,Saturday,2020-05-12,All,All,All,$,0,173000000
Reimpor,2018,08/12/2018,Saturday,2020-05-12,All,All,All,$,2000000,172000000
Reimpor,2017,17/05/2017,Wednesday,2020-05-13,All,All,All,$,0,49000000
Reimpor,2020,13/05/2020,Wednesday,2020-05-13,All,All,All,$,1000000,48000000
Reimpor,2018,16/05/2018,Wednesday,2020-05-13,All,All,All,$,1000000,65000000
Reimpor,2016,11/05/2016,Wednesday,2020-05-13,All,All,All,$,0,64000000
Reimpor,2019,15/05/2019,Wednesday,2020-05-13,All,All,All,$,1000000,53000000
Reimpor,2015,13/05/2015,Wednesday,2020-05-13,All,All,All,$,1000000,71000000
Reimpor,2016,12/05/2016,Thursday,2020-05-14,All,All,All,$,0,64000000
Reimpor,2018,17/05/2018,Thursday,2020-05-14,All,All,All,$,2000000,67000000
Reimpor,2020,14/05/2020,Thursday,2020-05-14,All,All,All,$,0,48000000
Reimpor,2015,14/05/2015,Thursday,2020-05-14,All,All,All,$,1000000,72000000
Reimpor,2017,18/05/2017,Thursday,2020-05-14,All,All,All,$,1000000,50000000
Reimpor,2019,16/05/2019,Thursday,2020-05-14,All,All,All,$,0,54000000
Reimpor,2015,15/05/2015,Friday,2020-05-15,All,All,All,$,0,72000000
Reimpor,2017,19/05/2017,Friday,2020-05-15,All,All,All,$,0,50000000
Reimpor,2016,13/05/2016,Friday,2020-05-15,All,All,All,$,0,65000000
Reimpor,2020,15/05/2020,Friday,2020-05-15,All,All,All,$,1000000,49000000
Reimpor,2019,17/05/2019,Friday,2020-05-15,All,All,All,$,2000000,56000000
Reimpor,2018,18/05/2018,Friday,2020-05-15,All,All,All,$,1000000,67000000
Reimpor,2020,16/05/2020,Saturday,2020-05-16,All,All,All,$,0,49000000
Reimpor,2019,18/05/2019,Saturday,2020-05-16,All,All,All,$,0,56000000
Reimpor,2015,16/05/2015,Saturday,2020-05-16,All,All,All,$,0,72000000
Reimpor,2017,20/05/2017,Saturday,2020-05-16,All,All,All,$,0,50000000
Reimpor,2018,19/05/2018,Saturday,2020-05-16,All,All,All,$,0,67000000
Reimpor,2016,14/05/2016,Saturday,2020-05-16,All,All,All,$,0,65000000
Reimpor,2019,19/05/2019,Sunday,2020-05-17,All,All,All,$,0,56000000
Reimpor,2020,17/05/2020,Sunday,2020-05-17,All,All,All,$,0,49000000
Reimpor,2015,17/05/2015,Sunday,2020-05-17,All,All,All,$,0,72000000
Reimpor,2018,20/05/2018,Sunday,2020-05-17,All,All,All,$,0,67000000
Reimpor,2017,21/05/2017,Sunday,2020-05-17,All,All,All,$,0,50000000
Reimpor,2016,15/05/2016,Sunday,2020-05-17,All,All,All,$,0,65000000
Reimpor,2020,18/05/2020,Monday,2020-05-18,All,All,All,$,1000000,50000000
Reimpor,2015,18/05/2015,Monday,2020-05-18,All,All,All,$,1000000,73000000
Reimpor,2019,20/05/2019,Monday,2020-05-18,All,All,All,$,0,56000000
Reimpor,2016,16/05/2016,Monday,2020-05-18,All,All,All,$,0,65000000
Reimpor,2018,21/05/2018,Monday,2020-05-18,All,All,All,$,1000000,68000000
Reimpor,2017,22/05/2017,Monday,2020-05-18,All,All,All,$,1000000,51000000
Reimpor,2015,19/05/2015,Tuesday,2020-05-19,All,All,All,$,1000000,74000000
Reimpor,2016,17/05/2016,Tuesday,2020-05-19,All,All,All,$,1000000,66000000
Reimpor,2019,21/05/2019,Tuesday,2020-05-19,All,All,All,$,1000000,57000000
Reimpor,2020,19/05/2020,Tuesday,2020-05-19,All,All,All,$,0,50000000
Reimpor,2017,23/05/2017,Tuesday,2020-05-19,All,All,All,$,1000000,51000000
Reimpor,2018,22/05/2018,Tuesday,2020-05-19,All,All,All,$,0,69000000
Reimpor,2018,23/05/2018,Wednesday,2020-05-20,All,All,All,$,1000000,69000000
Reimpor,2019,22/05/2019,Wednesday,2020-05-20,All,All,All,$,1000000,58000000
Reimpor,2017,24/05/2017,Wednesday,2020-05-20,All,All,All,$,1000000,52000000
Reimpor,2015,20/05/2015,Wednesday,2020-05-20,All,All,All,$,1000000,75000000
Reimpor,2020,20/05/2020,Wednesday,2020-05-20,All,All,All,$,0,50000000
Reimpor,2016,18/05/2016,Wednesday,2020-05-20,All,All,All,$,1000000,67000000
Reimpor,2015,21/05/2015,Thursday,2020-05-21,All,All,All,$,0,75000000
Reimpor,2019,23/05/2019,Thursday,2020-05-21,All,All,All,$,0,58000000
Reimpor,2017,25/05/2017,Thursday,2020-05-21,All,All,All,$,1000000,53000000
Reimpor,2018,24/05/2018,Thursday,2020-05-21,All,All,All,$,0,70000000
Reimpor,2016,19/05/2016,Thursday,2020-05-21,All,All,All,$,0,67000000
Reimpor,2020,21/05/2020,Thursday,2020-05-21,All,All,All,$,0,50000000
Reimpor,2019,24/05/2019,Friday,2020-05-22,All,All,All,$,0,58000000
Reimpor,2018,25/05/2018,Friday,2020-05-22,All,All,All,$,1000000,71000000
Reimpor,2015,22/05/2015,Friday,2020-05-22,All,All,All,$,1000000,76000000
Reimpor,2020,22/05/2020,Friday,2020-05-22,All,All,All,$,1000000,52000000
Reimpor,2016,20/05/2016,Friday,2020-05-22,All,All,All,$,0,68000000
Reimpor,2017,26/05/2017,Friday,2020-05-22,All,All,All,$,0,53000000
Reimpor,2020,23/05/2020,Saturday,2020-05-23,All,All,All,$,0,52000000
Reimpor,2016,21/05/2016,Saturday,2020-05-23,All,All,All,$,0,68000000
Reimpor,2019,25/05/2019,Saturday,2020-05-23,All,All,All,$,0,58000000
Reimpor,2018,26/05/2018,Saturday,2020-05-23,All,All,All,$,0,71000000
Reimpor,2017,27/05/2017,Saturday,2020-05-23,All,All,All,$,0,54000000
Reimpor,2015,23/05/2015,Saturday,2020-05-23,All,All,All,$,0,76000000
Reimpor,2018,27/05/2018,Sunday,2020-05-24,All,All,All,$,0,71000000
Reimpor,2016,22/05/2016,Sunday,2020-05-24,All,All,All,$,0,68000000
Reimpor,2015,24/05/2015,Sunday,2020-05-24,All,All,All,$,0,76000000
Reimpor,2017,28/05/2017,Sunday,2020-05-24,All,All,All,$,0,54000000
Reimpor,2020,24/05/2020,Sunday,2020-05-24,All,All,All,$,0,52000000
Reimpor,2019,26/05/2019,Sunday,2020-05-24,All,All,All,$,0,58000000
Reimpor,2015,25/05/2015,Monday,2020-05-25,All,All,All,$,1000000,77000000
Reimpor,2019,27/05/2019,Monday,2020-05-25,All,All,All,$,0,59000000
Reimpor,2020,25/05/2020,Monday,2020-05-25,All,All,All,$,0,52000000
Reimpor,2017,29/05/2017,Monday,2020-05-25,All,All,All,$,1000000,54000000
Reimpor,2016,23/05/2016,Monday,2020-05-25,All,All,All,$,1000000,69000000
Reimpor,2018,28/05/2018,Monday,2020-05-25,All,All,All,$,0,71000000
Reimpor,2019,28/05/2019,Tuesday,2020-05-26,All,All,All,$,0,59000000
Reimpor,2017,30/05/2017,Tuesday,2020-05-26,All,All,All,$,0,55000000
Reimpor,2016,24/05/2016,Tuesday,2020-05-26,All,All,All,$,1000000,70000000
Reimpor,2015,26/05/2015,Tuesday,2020-05-26,All,All,All,$,1000000,78000000
Reimpor,2018,29/05/2018,Tuesday,2020-05-26,All,All,All,$,0,71000000
Reimpor,2020,26/05/2020,Tuesday,2020-05-26,All,All,All,$,0,53000000
Reimpor,2016,25/05/2016,Wednesday,2020-05-27,All,All,All,$,0,70000000
Reimpor,2015,27/05/2015,Wednesday,2020-05-27,All,All,All,$,2000000,80000000
Reimpor,2017,31/05/2017,Wednesday,2020-05-27,All,All,All,$,0,55000000
Reimpor,2018,30/05/2018,Wednesday,2020-05-27,All,All,All,$,1000000,73000000
Reimpor,2019,29/05/2019,Wednesday,2020-05-27,All,All,All,$,1000000,60000000
Reimpor,2020,27/05/2020,Wednesday,2020-05-27,All,All,All,$,2000000,54000000
Reimpor,2018,31/05/2018,Thursday,2020-05-28,All,All,All,$,0,73000000
Reimpor,2020,28/05/2020,Thursday,2020-05-28,All,All,All,$,1000000,55000000
Reimpor,2015,28/05/2015,Thursday,2020-05-28,All,All,All,$,0,80000000
Reimpor,2016,26/05/2016,Thursday,2020-05-28,All,All,All,$,0,71000000
Reimpor,2017,01/06/2017,Thursday,2020-05-28,All,All,All,$,1000000,56000000
Reimpor,2019,30/05/2019,Thursday,2020-05-28,All,All,All,$,2000000,62000000
Reimpor,2016,27/05/2016,Friday,2020-05-29,All,All,All,$,1000000,71000000
Reimpor,2018,01/06/2018,Friday,2020-05-29,All,All,All,$,1000000,74000000
Reimpor,2020,29/05/2020,Friday,2020-05-29,All,All,All,$,0,56000000
Reimpor,2019,31/05/2019,Friday,2020-05-29,All,All,All,$,1000000,63000000
Reimpor,2015,29/05/2015,Friday,2020-05-29,All,All,All,$,0,81000000
Reimpor,2017,02/06/2017,Friday,2020-05-29,All,All,All,$,1000000,57000000
Reimpor,2017,03/06/2017,Saturday,2020-05-30,All,All,All,$,0,57000000
Reimpor,2019,01/06/2019,Saturday,2020-05-30,All,All,All,$,0,63000000
Reimpor,2020,30/05/2020,Saturday,2020-05-30,All,All,All,$,0,56000000
Reimpor,2015,30/05/2015,Saturday,2020-05-30,All,All,All,$,0,81000000
Reimpor,2018,02/06/2018,Saturday,2020-05-30,All,All,All,$,0,74000000
Reimpor,2016,28/05/2016,Saturday,2020-05-30,All,All,All,$,0,71000000
Reimpor,2017,04/06/2017,Sunday,2020-05-31,All,All,All,$,0,57000000
Reimpor,2020,31/05/2020,Sunday,2020-05-31,All,All,All,$,0,56000000
Reimpor,2018,03/06/2018,Sunday,2020-05-31,All,All,All,$,0,74000000
Reimpor,2019,02/06/2019,Sunday,2020-05-31,All,All,All,$,0,63000000
Reimpor,2015,31/05/2015,Sunday,2020-05-31,All,All,All,$,0,81000000
Reimpor,2016,29/05/2016,Sunday,2020-05-31,All,All,All,$,0,71000000
Reimpor,2020,06/02/2020,Thursday,2020-06-02,All,All,All,$,0,2000000
Reimpor,2019,07/02/2019,Thursday,2020-06-02,All,All,All,$,1000000,2000000
Reimpor,2016,04/02/2016,Thursday,2020-06-02,All,All,All,$,0,2000000
Reimpor,2017,09/02/2017,Thursday,2020-06-02,All,All,All,$,0,1000000
Reimpor,2018,08/02/2018,Thursday,2020-06-02,All,All,All,$,0,2000000
Reimpor,2015,05/02/2015,Thursday,2020-06-02,All,All,All,$,1000000,5000000
Reimpor,2019,08/03/2019,Friday,2020-06-03,All,All,All,$,0,17000000
Reimpor,2016,04/03/2016,Friday,2020-06-03,All,All,All,$,2000000,18000000
Reimpor,2018,09/03/2018,Friday,2020-06-03,All,All,All,$,1000000,18000000
Reimpor,2015,06/03/2015,Friday,2020-06-03,All,All,All,$,1000000,25000000
Reimpor,2017,10/03/2017,Friday,2020-06-03,All,All,All,$,1000000,13000000
Reimpor,2020,06/03/2020,Friday,2020-06-03,All,All,All,$,1000000,19000000
Reimpor,2017,10/04/2017,Monday,2020-06-04,All,All,All,$,0,30000000
Reimpor,2016,04/04/2016,Monday,2020-06-04,All,All,All,$,1000000,38000000
Reimpor,2015,06/04/2015,Monday,2020-06-04,All,All,All,$,0,43000000
Reimpor,2020,06/04/2020,Monday,2020-06-04,All,All,All,$,1000000,31000000
Reimpor,2019,08/04/2019,Monday,2020-06-04,All,All,All,$,0,31000000
Reimpor,2018,09/04/2018,Monday,2020-06-04,All,All,All,$,2000000,31000000
Reimpor,2016,04/05/2016,Wednesday,2020-06-05,All,All,All,$,1000000,60000000
Reimpor,2018,09/05/2018,Wednesday,2020-06-05,All,All,All,$,1000000,58000000
Reimpor,2019,08/05/2019,Wednesday,2020-06-05,All,All,All,$,0,51000000
Reimpor,2017,10/05/2017,Wednesday,2020-06-05,All,All,All,$,1000000,47000000
Reimpor,2015,06/05/2015,Wednesday,2020-06-05,All,All,All,$,0,67000000
Reimpor,2020,06/05/2020,Wednesday,2020-06-05,All,All,All,$,0,45000000
Reimpor,2015,06/06/2015,Saturday,2020-06-06,All,All,All,$,0,83000000
Reimpor,2018,09/06/2018,Saturday,2020-06-06,All,All,All,$,0,77000000
Reimpor,2017,10/06/2017,Saturday,2020-06-06,All,All,All,$,0,59000000
Reimpor,2019,08/06/2019,Saturday,2020-06-06,All,All,All,$,0,66000000
Reimpor,2016,04/06/2016,Saturday,2020-06-06,All,All,All,$,0,75000000
Reimpor,2020,06/06/2020,Saturday,2020-06-06,All,All,All,$,0,60000000
Reimpor,2017,10/07/2017,Monday,2020-06-07,All,All,All,$,0,72000000
Reimpor,2020,06/07/2020,Monday,2020-06-07,All,All,All,$,1000000,77000000
Reimpor,2015,06/07/2015,Monday,2020-06-07,All,All,All,$,1000000,96000000
Reimpor,2019,08/07/2019,Monday,2020-06-07,All,All,All,$,0,83000000
Reimpor,2018,09/07/2018,Monday,2020-06-07,All,All,All,$,0,91000000
Reimpor,2016,04/07/2016,Monday,2020-06-07,All,All,All,$,0,91000000
Reimpor,2019,08/08/2019,Thursday,2020-06-08,All,All,All,$,1000000,97000000
Reimpor,2020,06/08/2020,Thursday,2020-06-08,All,All,All,$,0,104000000
Reimpor,2015,06/08/2015,Thursday,2020-06-08,All,All,All,$,3000000,121000000
Reimpor,2016,04/08/2016,Thursday,2020-06-08,All,All,All,$,0,109000000
Reimpor,2017,10/08/2017,Thursday,2020-06-08,All,All,All,$,1000000,90000000
Reimpor,2018,09/08/2018,Thursday,2020-06-08,All,All,All,$,0,106000000
Reimpor,2020,06/09/2020,Sunday,2020-06-09,All,All,All,$,0,126000000
Reimpor,2017,10/09/2017,Sunday,2020-06-09,All,All,All,$,0,115000000
Reimpor,2019,08/09/2019,Sunday,2020-06-09,All,All,All,$,0,111000000
Reimpor,2018,09/09/2018,Sunday,2020-06-09,All,All,All,$,0,121000000
Reimpor,2015,06/09/2015,Sunday,2020-06-09,All,All,All,$,0,153000000
Reimpor,2016,04/09/2016,Sunday,2020-06-09,All,All,All,$,0,126000000
Reimpor,2019,08/10/2019,Tuesday,2020-06-10,All,All,All,$,1000000,124000000
Reimpor,2015,06/10/2015,Tuesday,2020-06-10,All,All,All,$,0,174000000
Reimpor,2016,04/10/2016,Tuesday,2020-06-10,All,All,All,$,1000000,142000000
Reimpor,2017,10/10/2017,Tuesday,2020-06-10,All,All,All,$,0,131000000
Reimpor,2020,06/10/2020,Tuesday,2020-06-10,All,All,All,$,1000000,136000000
Reimpor,2018,09/10/2018,Tuesday,2020-06-10,All,All,All,$,1000000,138000000
Reimpor,2019,08/11/2019,Friday,2020-06-11,All,All,All,$,1000000,141000000
Reimpor,2015,06/11/2015,Friday,2020-06-11,All,All,All,$,1000000,199000000
Reimpor,2017,10/11/2017,Friday,2020-06-11,All,All,All,$,1000000,155000000
Reimpor,2016,04/11/2016,Friday,2020-06-11,All,All,All,$,2000000,159000000
Reimpor,2020,06/11/2020,Friday,2020-06-11,All,All,All,$,1000000,159000000
Reimpor,2018,09/11/2018,Friday,2020-06-11,All,All,All,$,0,152000000
Reimpor,2020,06/12/2020,Sunday,2020-06-12,All,All,All,$,0,174000000
Reimpor,2017,10/12/2017,Sunday,2020-06-12,All,All,All,$,0,171000000
Reimpor,2019,08/12/2019,Sunday,2020-06-12,All,All,All,$,0,163000000
Reimpor,2016,04/12/2016,Sunday,2020-06-12,All,All,All,$,0,173000000
Reimpor,2018,09/12/2018,Sunday,2020-06-12,All,All,All,$,0,172000000
Reimpor,2015,06/12/2015,Sunday,2020-06-12,All,All,All,$,0,221000000
Reimpor,2018,16/06/2018,Saturday,2020-06-13,All,All,All,$,0,81000000
Reimpor,2020,13/06/2020,Saturday,2020-06-13,All,All,All,$,0,63000000
Reimpor,2017,17/06/2017,Saturday,2020-06-13,All,All,All,$,1000000,63000000
Reimpor,2019,15/06/2019,Saturday,2020-06-13,All,All,All,$,0,69000000
Reimpor,2015,13/06/2015,Saturday,2020-06-13,All,All,All,$,1000000,86000000
Reimpor,2016,11/06/2016,Saturday,2020-06-13,All,All,All,$,0,77000000
Reimpor,2018,17/06/2018,Sunday,2020-06-14,All,All,All,$,0,81000000
Reimpor,2019,16/06/2019,Sunday,2020-06-14,All,All,All,$,0,69000000
Reimpor,2020,14/06/2020,Sunday,2020-06-14,All,All,All,$,0,63000000
Reimpor,2017,18/06/2017,Sunday,2020-06-14,All,All,All,$,0,63000000
Reimpor,2015,14/06/2015,Sunday,2020-06-14,All,All,All,$,0,86000000
Reimpor,2016,12/06/2016,Sunday,2020-06-14,All,All,All,$,0,77000000
Reimpor,2019,17/06/2019,Monday,2020-06-15,All,All,All,$,0,69000000
Reimpor,2016,13/06/2016,Monday,2020-06-15,All,All,All,$,1000000,78000000
Reimpor,2015,15/06/2015,Monday,2020-06-15,All,All,All,$,1000000,87000000
Reimpor,2017,19/06/2017,Monday,2020-06-15,All,All,All,$,1000000,64000000
Reimpor,2020,15/06/2020,Monday,2020-06-15,All,All,All,$,0,63000000
Reimpor,2018,18/06/2018,Monday,2020-06-15,All,All,All,$,0,81000000
Reimpor,2015,16/06/2015,Tuesday,2020-06-16,All,All,All,$,0,87000000
Reimpor,2016,14/06/2016,Tuesday,2020-06-16,All,All,All,$,0,78000000
Reimpor,2017,20/06/2017,Tuesday,2020-06-16,All,All,All,$,0,64000000
Reimpor,2018,19/06/2018,Tuesday,2020-06-16,All,All,All,$,1000000,82000000
Reimpor,2019,18/06/2019,Tuesday,2020-06-16,All,All,All,$,1000000,70000000
Reimpor,2020,16/06/2020,Tuesday,2020-06-16,All,All,All,$,1000000,64000000
Reimpor,2015,17/06/2015,Wednesday,2020-06-17,All,All,All,$,0,88000000
Reimpor,2018,20/06/2018,Wednesday,2020-06-17,All,All,All,$,1000000,83000000
Reimpor,2019,19/06/2019,Wednesday,2020-06-17,All,All,All,$,2000000,72000000
Reimpor,2020,17/06/2020,Wednesday,2020-06-17,All,All,All,$,1000000,66000000
Reimpor,2017,21/06/2017,Wednesday,2020-06-17,All,All,All,$,0,64000000
Reimpor,2016,15/06/2016,Wednesday,2020-06-17,All,All,All,$,0,78000000
Reimpor,2018,21/06/2018,Thursday,2020-06-18,All,All,All,$,0,83000000
Reimpor,2020,18/06/2020,Thursday,2020-06-18,All,All,All,$,1000000,66000000
Reimpor,2015,18/06/2015,Thursday,2020-06-18,All,All,All,$,0,88000000
Reimpor,2019,20/06/2019,Thursday,2020-06-18,All,All,All,$,1000000,73000000
Reimpor,2017,22/06/2017,Thursday,2020-06-18,All,All,All,$,0,65000000
Reimpor,2016,16/06/2016,Thursday,2020-06-18,All,All,All,$,0,79000000
Reimpor,2020,19/06/2020,Friday,2020-06-19,All,All,All,$,0,67000000
Reimpor,2016,17/06/2016,Friday,2020-06-19,All,All,All,$,0,79000000
Reimpor,2018,22/06/2018,Friday,2020-06-19,All,All,All,$,1000000,84000000
Reimpor,2017,23/06/2017,Friday,2020-06-19,All,All,All,$,0,65000000
Reimpor,2019,21/06/2019,Friday,2020-06-19,All,All,All,$,1000000,74000000
Reimpor,2015,19/06/2015,Friday,2020-06-19,All,All,All,$,0,89000000
Reimpor,2016,18/06/2016,Saturday,2020-06-20,All,All,All,$,1000000,80000000
Reimpor,2017,24/06/2017,Saturday,2020-06-20,All,All,All,$,0,65000000
Reimpor,2019,22/06/2019,Saturday,2020-06-20,All,All,All,$,0,74000000
Reimpor,2020,20/06/2020,Saturday,2020-06-20,All,All,All,$,0,67000000
Reimpor,2015,20/06/2015,Saturday,2020-06-20,All,All,All,$,0,89000000
Reimpor,2018,23/06/2018,Saturday,2020-06-20,All,All,All,$,0,84000000
Reimpor,2017,25/06/2017,Sunday,2020-06-21,All,All,All,$,0,65000000
Reimpor,2016,19/06/2016,Sunday,2020-06-21,All,All,All,$,0,80000000
Reimpor,2015,21/06/2015,Sunday,2020-06-21,All,All,All,$,0,89000000
Reimpor,2018,24/06/2018,Sunday,2020-06-21,All,All,All,$,0,84000000
Reimpor,2019,23/06/2019,Sunday,2020-06-21,All,All,All,$,0,74000000
Reimpor,2020,21/06/2020,Sunday,2020-06-21,All,All,All,$,0,67000000
Reimpor,2016,20/06/2016,Monday,2020-06-22,All,All,All,$,0,80000000
Reimpor,2019,24/06/2019,Monday,2020-06-22,All,All,All,$,0,74000000
Reimpor,2020,22/06/2020,Monday,2020-06-22,All,All,All,$,1000000,68000000
Reimpor,2015,22/06/2015,Monday,2020-06-22,All,All,All,$,1000000,90000000
Reimpor,2017,26/06/2017,Monday,2020-06-22,All,All,All,$,1000000,66000000
Reimpor,2018,25/06/2018,Monday,2020-06-22,All,All,All,$,0,84000000
Reimpor,2019,25/06/2019,Tuesday,2020-06-23,All,All,All,$,2000000,77000000
Reimpor,2018,26/06/2018,Tuesday,2020-06-23,All,All,All,$,1000000,85000000
Reimpor,2015,23/06/2015,Tuesday,2020-06-23,All,All,All,$,1000000,91000000
Reimpor,2017,27/06/2017,Tuesday,2020-06-23,All,All,All,$,0,66000000
Reimpor,2020,23/06/2020,Tuesday,2020-06-23,All,All,All,$,2000000,69000000
Reimpor,2016,21/06/2016,Tuesday,2020-06-23,All,All,All,$,1000000,81000000
Reimpor,2016,22/06/2016,Wednesday,2020-06-24,All,All,All,$,1000000,83000000
Reimpor,2019,26/06/2019,Wednesday,2020-06-24,All,All,All,$,1000000,77000000
Reimpor,2018,27/06/2018,Wednesday,2020-06-24,All,All,All,$,0,85000000
Reimpor,2020,24/06/2020,Wednesday,2020-06-24,All,All,All,$,0,69000000
Reimpor,2017,28/06/2017,Wednesday,2020-06-24,All,All,All,$,0,66000000
Reimpor,2015,24/06/2015,Wednesday,2020-06-24,All,All,All,$,0,91000000
Reimpor,2020,25/06/2020,Thursday,2020-06-25,All,All,All,$,1000000,70000000
Reimpor,2016,23/06/2016,Thursday,2020-06-25,All,All,All,$,1000000,83000000
Reimpor,2017,29/06/2017,Thursday,2020-06-25,All,All,All,$,1000000,67000000
Reimpor,2019,27/06/2019,Thursday,2020-06-25,All,All,All,$,1000000,78000000
Reimpor,2018,28/06/2018,Thursday,2020-06-25,All,All,All,$,0,85000000
Reimpor,2015,25/06/2015,Thursday,2020-06-25,All,All,All,$,0,91000000
Reimpor,2019,28/06/2019,Friday,2020-06-26,All,All,All,$,0,78000000
Reimpor,2017,30/06/2017,Friday,2020-06-26,All,All,All,$,1000000,68000000
Reimpor,2016,24/06/2016,Friday,2020-06-26,All,All,All,$,2000000,85000000
Reimpor,2020,26/06/2020,Friday,2020-06-26,All,All,All,$,1000000,71000000
Reimpor,2015,26/06/2015,Friday,2020-06-26,All,All,All,$,0,91000000
Reimpor,2018,29/06/2018,Friday,2020-06-26,All,All,All,$,0,86000000
Reimpor,2020,27/06/2020,Saturday,2020-06-27,All,All,All,$,0,71000000
Reimpor,2019,29/06/2019,Saturday,2020-06-27,All,All,All,$,0,78000000
Reimpor,2016,25/06/2016,Saturday,2020-06-27,All,All,All,$,0,85000000
Reimpor,2017,01/07/2017,Saturday,2020-06-27,All,All,All,$,0,68000000
Reimpor,2015,27/06/2015,Saturday,2020-06-27,All,All,All,$,0,91000000
Reimpor,2018,30/06/2018,Saturday,2020-06-27,All,All,All,$,0,86000000
Reimpor,2015,28/06/2015,Sunday,2020-06-28,All,All,All,$,0,91000000
Reimpor,2019,30/06/2019,Sunday,2020-06-28,All,All,All,$,0,78000000
Reimpor,2016,26/06/2016,Sunday,2020-06-28,All,All,All,$,0,85000000
Reimpor,2020,28/06/2020,Sunday,2020-06-28,All,All,All,$,0,71000000
Reimpor,2018,01/07/2018,Sunday,2020-06-28,All,All,All,$,0,86000000
Reimpor,2017,02/07/2017,Sunday,2020-06-28,All,All,All,$,0,68000000
Reimpor,2018,02/07/2018,Monday,2020-06-29,All,All,All,$,1000000,87000000
Reimpor,2015,29/06/2015,Monday,2020-06-29,All,All,All,$,1000000,92000000
Reimpor,2017,03/07/2017,Monday,2020-06-29,All,All,All,$,0,69000000
Reimpor,2016,27/06/2016,Monday,2020-06-29,All,All,All,$,0,85000000
Reimpor,2019,01/07/2019,Monday,2020-06-29,All,All,All,$,1000000,79000000
Reimpor,2020,29/06/2020,Monday,2020-06-29,All,All,All,$,3000000,75000000
Reimpor,2020,30/06/2020,Tuesday,2020-06-30,All,All,All,$,0,75000000
Reimpor,2018,03/07/2018,Tuesday,2020-06-30,All,All,All,$,1000000,87000000
Reimpor,2019,02/07/2019,Tuesday,2020-06-30,All,All,All,$,1000000,80000000
Reimpor,2015,30/06/2015,Tuesday,2020-06-30,All,All,All,$,1000000,93000000
Reimpor,2017,04/07/2017,Tuesday,2020-06-30,All,All,All,$,1000000,69000000
Reimpor,2016,28/06/2016,Tuesday,2020-06-30,All,All,All,$,3000000,88000000
Reimpor,2016,05/02/2016,Friday,2020-07-02,All,All,All,$,1000000,2000000
Reimpor,2015,06/02/2015,Friday,2020-07-02,All,All,All,$,0,5000000
Reimpor,2017,10/02/2017,Friday,2020-07-02,All,All,All,$,0,1000000
Reimpor,2019,08/02/2019,Friday,2020-07-02,All,All,All,$,2000000,4000000
Reimpor,2018,09/02/2018,Friday,2020-07-02,All,All,All,$,0,3000000
Reimpor,2020,07/02/2020,Friday,2020-07-02,All,All,All,$,1000000,3000000
Reimpor,2018,10/03/2018,Saturday,2020-07-03,All,All,All,$,0,19000000
Reimpor,2015,07/03/2015,Saturday,2020-07-03,All,All,All,$,0,25000000
Reimpor,2017,11/03/2017,Saturday,2020-07-03,All,All,All,$,0,13000000
Reimpor,2019,09/03/2019,Saturday,2020-07-03,All,All,All,$,0,17000000
Reimpor,2016,05/03/2016,Saturday,2020-07-03,All,All,All,$,0,18000000
Reimpor,2020,07/03/2020,Saturday,2020-07-03,All,All,All,$,0,19000000
Reimpor,2017,11/04/2017,Tuesday,2020-07-04,All,All,All,$,2000000,33000000
Reimpor,2015,07/04/2015,Tuesday,2020-07-04,All,All,All,$,0,44000000
Reimpor,2019,09/04/2019,Tuesday,2020-07-04,All,All,All,$,0,32000000
Reimpor,2018,10/04/2018,Tuesday,2020-07-04,All,All,All,$,0,32000000
Reimpor,2016,05/04/2016,Tuesday,2020-07-04,All,All,All,$,1000000,39000000
Reimpor,2020,07/04/2020,Tuesday,2020-07-04,All,All,All,$,0,32000000
Reimpor,2020,07/05/2020,Thursday,2020-07-05,All,All,All,$,1000000,46000000
Reimpor,2019,09/05/2019,Thursday,2020-07-05,All,All,All,$,1000000,52000000
Reimpor,2018,10/05/2018,Thursday,2020-07-05,All,All,All,$,1000000,59000000
Reimpor,2016,05/05/2016,Thursday,2020-07-05,All,All,All,$,1000000,61000000
Reimpor,2015,07/05/2015,Thursday,2020-07-05,All,All,All,$,2000000,69000000
Reimpor,2017,11/05/2017,Thursday,2020-07-05,All,All,All,$,0,48000000
Reimpor,2019,09/06/2019,Sunday,2020-07-06,All,All,All,$,0,66000000
Reimpor,2018,10/06/2018,Sunday,2020-07-06,All,All,All,$,0,77000000
Reimpor,2020,07/06/2020,Sunday,2020-07-06,All,All,All,$,0,60000000
Reimpor,2016,05/06/2016,Sunday,2020-07-06,All,All,All,$,0,76000000
Reimpor,2017,11/06/2017,Sunday,2020-07-06,All,All,All,$,0,59000000
Reimpor,2015,07/06/2015,Sunday,2020-07-06,All,All,All,$,0,83000000
Reimpor,2017,11/07/2017,Tuesday,2020-07-07,All,All,All,$,1000000,73000000
Reimpor,2020,07/07/2020,Tuesday,2020-07-07,All,All,All,$,5000000,82000000
Reimpor,2018,10/07/2018,Tuesday,2020-07-07,All,All,All,$,1000000,91000000
Reimpor,2016,05/07/2016,Tuesday,2020-07-07,All,All,All,$,1000000,92000000
Reimpor,2019,09/07/2019,Tuesday,2020-07-07,All,All,All,$,0,83000000
