Category,Year,Date,Weekday,Current_Match,Country,Commodity,Transport_Mode,Measure,Value,Cumulative
Reimpor,2016,15/03/2016,Tuesday,2020-03-17,All,All,All,$,1000000,27000000
Reimpor,2019,19/03/2019,Tuesday,2020-03-17,All,All,All,$,0,21000000
Reimpor,2017,21/03/2017,Tuesday,2020-03-17,All,All,All,$,3000000,19000000
Reimpor,2015,17/03/2015,Tuesday,2020-03-17,All,All,All,$,2000000,32000000
Reimpor,2020,17/03/2020,Tuesday,2020-03-17,All,All,All,$,1000000,23000000
Reimpor,2016,16/03/2016,Wednesday,2020-03-18,All,All,All,$,1000000,27000000
Reimpor,2018,21/03/2018,Wednesday,2020-03-18,All,All,All,$,1000000,24000000
Reimpor,2019,20/03/2019,Wednesday,2020-03-18,All,All,All,$,1000000,22000000
Reimpor,2015,18/03/2015,Wednesday,2020-03-18,All,All,All,$,0,33000000
Reimpor,2017,22/03/2017,Wednesday,2020-03-18,All,All,All,$,0,19000000
Reimpor,2020,18/03/2020,Wednesday,2020-03-18,All,All,All,$,1000000,24000000
Reimpor,2016,17/03/2016,Thursday,2020-03-19,All,All,All,$,1000000,29000000
Reimpor,2015,19/03/2015,Thursday,2020-03-19,All,All,All,$,0,33000000
Reimpor,2018,22/03/2018,Thursday,2020-03-19,All,All,All,$,0,24000000
Reimpor,2019,21/03/2019,Thursday,2020-03-19,All,All,All,$,1000000,23000000
Reimpor,2017,23/03/2017,Thursday,2020-03-19,All,All,All,$,2000000,21000000
Reimpor,2020,19/03/2020,Thursday,2020-03-19,All,All,All,$,0,24000000
Reimpor,2016,18/03/2016,Friday,2020-03-20,All,All,All,$,0,29000000
Reimpor,2019,22/03/2019,Friday,2020-03-20,All,All,All,$,1000000,24000000
Reimpor,2015,20/03/2015,Friday,2020-03-20,All,All,All,$,3000000,36000000
Reimpor,2017,24/03/2017,Friday,2020-03-20,All,All,All,$,1000000,21000000
Reimpor,2018,23/03/2018,Friday,2020-03-20,All,All,All,$,0,24000000
Reimpor,2020,20/03/2020,Friday,2020-03-20,All,All,All,$,0,24000000
Reimpor,2016,19/03/2016,Saturday,2020-03-21,All,All,All,$,0,29000000
Reimpor,2018,24/03/2018,Saturday,2020-03-21,All,All,All,$,0,24000000
Reimpor,2019,23/03/2019,Saturday,2020-03-21,All,All,All,$,0,24000000
Reimpor,2015,21/03/2015,Saturday,2020-03-21,All,All,All,$,0,36000000
Reimpor,2020,21/03/2020,Saturday,2020-03-21,All,All,All,$,0,24000000
Reimpor,2017,25/03/2017,Saturday,2020-03-21,All,All,All,$,0,21000000
Reimpor,2017,26/03/2017,Sunday,2020-03-22,All,All,All,$,0,21000000
Reimpor,2016,20/03/2016,Sunday,2020-03-22,All,All,All,$,0,29000000
Reimpor,2020,22/03/2020,Sunday,2020-03-22,All,All,All,$,0,24000000
Reimpor,2019,24/03/2019,Sunday,2020-03-22,All,All,All,$,0,24000000
Reimpor,2018,25/03/2018,Sunday,2020-03-22,All,All,All,$,0,24000000
Reimpor,2015,22/03/2015,Sunday,2020-03-22,All,All,All,$,0,36000000
Reimpor,2020,23/03/2020,Monday,2020-03-23,All,All,All,$,0,24000000
Reimpor,2016,21/03/2016,Monday,2020-03-23,All,All,All,$,0,29000000
Reimpor,2018,26/03/2018,Monday,2020-03-23,All,All,All,$,0,25000000
Reimpor,2015,23/03/2015,Monday,2020-03-23,All,All,All,$,1000000,37000000
Reimpor,2017,27/03/2017,Monday,2020-03-23,All,All,All,$,0,22000000
Reimpor,2019,25/03/2019,Monday,2020-03-23,All,All,All,$,1000000,24000000
Reimpor,2016,22/03/2016,Tuesday,2020-03-24,All,All,All,$,1000000,30000000
Reimpor,2019,26/03/2019,Tuesday,2020-03-24,All,All,All,$,1000000,25000000
Reimpor,2020,24/03/2020,Tuesday,2020-03-24,All,All,All,$,0,25000000
Reimpor,2018,27/03/2018,Tuesday,2020-03-24,All,All,All,$,0,25000000
Reimpor,2015,24/03/2015,Tuesday,2020-03-24,All,All,All,$,0,37000000
Reimpor,2017,28/03/2017,Tuesday,2020-03-24,All,All,All,$,1000000,22000000
Reimpor,2018,28/03/2018,Wednesday,2020-03-25,All,All,All,$,1000000,25000000
Reimpor,2016,23/03/2016,Wednesday,2020-03-25,All,All,All,$,2000000,31000000
Reimpor,2017,29/03/2017,Wednesday,2020-03-25,All,All,All,$,1000000,24000000
Reimpor,2019,27/03/2019,Wednesday,2020-03-25,All,All,All,$,1000000,26000000
Reimpor,2020,25/03/2020,Wednesday,2020-03-25,All,All,All,$,0,25000000
Reimpor,2015,25/03/2015,Wednesday,2020-03-25,All,All,All,$,0,38000000
Reimpor,2019,28/03/2019,Thursday,2020-03-26,All,All,All,$,1000000,26000000
Reimpor,2015,26/03/2015,Thursday,2020-03-26,All,All,All,$,1000000,39000000
Reimpor,2020,26/03/2020,Thursday,2020-03-26,All,All,All,$,0,25000000
Reimpor,2017,30/03/2017,Thursday,2020-03-26,All,All,All,$,1000000,25000000
Reimpor,2016,24/03/2016,Thursday,2020-03-26,All,All,All,$,1000000,32000000
Reimpor,2018,29/03/2018,Thursday,2020-03-26,All,All,All,$,2000000,27000000
Reimpor,2015,27/03/2015,Friday,2020-03-27,All,All,All,$,0,39000000
Reimpor,2016,25/03/2016,Friday,2020-03-27,All,All,All,$,0,32000000
Reimpor,2019,29/03/2019,Friday,2020-03-27,All,All,All,$,1000000,27000000
Reimpor,2018,30/03/2018,Friday,2020-03-27,All,All,All,$,0,27000000
Reimpor,2017,31/03/2017,Friday,2020-03-27,All,All,All,$,1000000,25000000
Reimpor,2020,27/03/2020,Friday,2020-03-27,All,All,All,$,0,25000000
Reimpor,2016,26/03/2016,Saturday,2020-03-28,All,All,All,$,0,32000000
Reimpor,2019,30/03/2019,Saturday,2020-03-28,All,All,All,$,0,27000000
Reimpor,2018,31/03/2018,Saturday,2020-03-28,All,All,All,$,0,27000000
Reimpor,2020,28/03/2020,Saturday,2020-03-28,All,All,All,$,0,26000000
Reimpor,2017,01/04/2017,Saturday,2020-03-28,All,All,All,$,0,25000000
Reimpor,2015,28/03/2015,Saturday,2020-03-28,All,All,All,$,0,39000000
Reimpor,2018,01/04/2018,Sunday,2020-03-29,All,All,All,$,0,27000000
Reimpor,2015,29/03/2015,Sunday,2020-03-29,All,All,All,$,0,39000000
Reimpor,2017,02/04/2017,Sunday,2020-03-29,All,All,All,$,0,26000000
Reimpor,2020,29/03/2020,Sunday,2020-03-29,All,All,All,$,0,26000000
Reimpor,2019,31/03/2019,Sunday,2020-03-29,All,All,All,$,0,27000000
Reimpor,2016,27/03/2016,Sunday,2020-03-29,All,All,All,$,0,32000000
Reimpor,2019,01/04/2019,Monday,2020-03-30,All,All,All,$,2000000,28000000
Reimpor,2017,03/04/2017,Monday,2020-03-30,All,All,All,$,2000000,28000000
Reimpor,2020,30/03/2020,Monday,2020-03-30,All,All,All,$,1000000,26000000
Reimpor,2018,02/04/2018,Monday,2020-03-30,All,All,All,$,0,27000000
Reimpor,2015,30/03/2015,Monday,2020-03-30,All,All,All,$,1000000,40000000
Reimpor,2016,28/03/2016,Monday,2020-03-30,All,All,All,$,0,32000000
Reimpor,2016,29/03/2016,Tuesday,2020-03-31,All,All,All,$,0,33000000
Reimpor,2020,31/03/2020,Tuesday,2020-03-31,All,All,All,$,1000000,27000000
Reimpor,2019,02/04/2019,Tuesday,2020-03-31,All,All,All,$,0,28000000
Reimpor,2018,03/04/2018,Tuesday,2020-03-31,All,All,All,$,1000000,28000000
Reimpor,2015,31/03/2015,Tuesday,2020-03-31,All,All,All,$,0,40000000
Reimpor,2017,04/04/2017,Tuesday,2020-03-31,All,All,All,$,1000000,29000000
Reimpor,2018,06/02/2018,Tuesday,2020-04-02,All,All,All,$,0,1000000
Reimpor,2020,04/02/2020,Tuesday,2020-04-02,All,All,All,$,1000000,1000000
Reimpor,2016,02/02/2016,Tuesday,2020-04-02,All,All,All,$,1000000,1000000
Reimpor,2019,05/02/2019,Tuesday,2020-04-02,All,All,All,$,1000000,1000000
Reimpor,2017,07/02/2017,Tuesday,2020-04-02,All,All,All,$,0,0
Reimpor,2015,03/02/2015,Tuesday,2020-04-02,All,All,All,$,1000000,4000000
Reimpor,2019,06/03/2019,Wednesday,2020-04-03,All,All,All,$,0,15000000
Reimpor,2018,07/03/2018,Wednesday,2020-04-03,All,All,All,$,1000000,17000000
Reimpor,2020,04/03/2020,Wednesday,2020-04-03,All,All,All,$,0,16000000
Reimpor,2016,02/03/2016,Wednesday,2020-04-03,All,All,All,$,0,16000000
Reimpor,2017,08/03/2017,Wednesday,2020-04-03,All,All,All,$,0,11000000
Reimpor,2015,04/03/2015,Wednesday,2020-04-03,All,All,All,$,0,24000000
Reimpor,2019,06/04/2019,Saturday,2020-04-04,All,All,All,$,0,31000000
Reimpor,2015,04/04/2015,Saturday,2020-04-04,All,All,All,$,0,43000000
Reimpor,2020,04/04/2020,Saturday,2020-04-04,All,All,All,$,0,30000000
Reimpor,2016,02/04/2016,Saturday,2020-04-04,All,All,All,$,0,37000000
Reimpor,2018,07/04/2018,Saturday,2020-04-04,All,All,All,$,0,29000000
Reimpor,2017,08/04/2017,Saturday,2020-04-04,All,All,All,$,0,30000000
Reimpor,2018,07/05/2018,Monday,2020-04-05,All,All,All,$,1000000,57000000
Reimpor,2020,04/05/2020,Monday,2020-04-05,All,All,All,$,1000000,44000000
Reimpor,2017,08/05/2017,Monday,2020-04-05,All,All,All,$,1000000,45000000
Reimpor,2019,06/05/2019,Monday,2020-04-05,All,All,All,$,1000000,50000000
Reimpor,2015,04/05/2015,Monday,2020-04-05,All,All,All,$,1000000,66000000
Reimpor,2016,02/05/2016,Monday,2020-04-05,All,All,All,$,1000000,59000000
Reimpor,2017,08/06/2017,Thursday,2020-04-06,All,All,All,$,1000000,59000000
Reimpor,2019,06/06/2019,Thursday,2020-04-06,All,All,All,$,0,65000000
Reimpor,2020,04/06/2020,Thursday,2020-04-06,All,All,All,$,2000000,59000000
Reimpor,2018,07/06/2018,Thursday,2020-04-06,All,All,All,$,0,77000000
Reimpor,2016,02/06/2016,Thursday,2020-04-06,All,All,All,$,0,75000000
Reimpor,2015,04/06/2015,Thursday,2020-04-06,All,All,All,$,1000000,83000000
Reimpor,2019,06/07/2019,Saturday,2020-04-07,All,All,All,$,0,82000000
Reimpor,2020,04/07/2020,Saturday,2020-04-07,All,All,All,$,0,76000000
Reimpor,2018,07/07/2018,Saturday,2020-04-07,All,All,All,$,0,90000000
Reimpor,2016,02/07/2016,Saturday,2020-04-07,All,All,All,$,0,90000000
Reimpor,2015,04/07/2015,Saturday,2020-04-07,All,All,All,$,1000000,95000000
Reimpor,2017,08/07/2017,Saturday,2020-04-07,All,All,All,$,0,72000000
Reimpor,2017,08/08/2017,Tuesday,2020-04-08,All,All,All,$,1000000,89000000
Reimpor,2018,07/08/2018,Tuesday,2020-04-08,All,All,All,$,0,105000000
Reimpor,2020,04/08/2020,Tuesday,2020-04-08,All,All,All,$,1000000,103000000
Reimpor,2015,04/08/2015,Tuesday,2020-04-08,All,All,All,$,1000000,117000000
Reimpor,2019,06/08/2019,Tuesday,2020-04-08,All,All,All,$,2000000,96000000
Reimpor,2016,02/08/2016,Tuesday,2020-04-08,All,All,All,$,1000000,108000000
Reimpor,2019,06/09/2019,Friday,2020-04-09,All,All,All,$,0,111000000
Reimpor,2017,08/09/2017,Friday,2020-04-09,All,All,All,$,1000000,115000000
Reimpor,2018,07/09/2018,Friday,2020-04-09,All,All,All,$,1000000,121000000
Reimpor,2016,02/09/2016,Friday,2020-04-09,All,All,All,$,0,126000000
Reimpor,2015,04/09/2015,Friday,2020-04-09,All,All,All,$,0,153000000
Reimpor,2020,04/09/2020,Friday,2020-04-09,All,All,All,$,1000000,126000000
Reimpor,2016,02/10/2016,Sunday,2020-04-10,All,All,All,$,0,141000000
Reimpor,2019,06/10/2019,Sunday,2020-04-10,All,All,All,$,0,123000000
Reimpor,2017,08/10/2017,Sunday,2020-04-10,All,All,All,$,0,130000000
Reimpor,2015,04/10/2015,Sunday,2020-04-10,All,All,All,$,0,173000000
Reimpor,2020,04/10/2020,Sunday,2020-04-10,All,All,All,$,0,135000000
Reimpor,2018,07/10/2018,Sunday,2020-04-10,All,All,All,$,0,137000000
Reimpor,2019,06/11/2019,Wednesday,2020-04-11,All,All,All,$,0,139000000
Reimpor,2020,04/11/2020,Wednesday,2020-04-11,All,All,All,$,1000000,158000000
Reimpor,2018,07/11/2018,Wednesday,2020-04-11,All,All,All,$,0,151000000
Reimpor,2016,02/11/2016,Wednesday,2020-04-11,All,All,All,$,0,157000000
Reimpor,2017,08/11/2017,Wednesday,2020-04-11,All,All,All,$,0,153000000
Reimpor,2015,04/11/2015,Wednesday,2020-04-11,All,All,All,$,0,198000000
Reimpor,2016,02/12/2016,Friday,2020-04-12,All,All,All,$,1000000,173000000
Reimpor,2018,07/12/2018,Friday,2020-04-12,All,All,All,$,0,170000000
Reimpor,2019,06/12/2019,Friday,2020-04-12,All,All,All,$,1000000,163000000
Reimpor,2017,08/12/2017,Friday,2020-04-12,All,All,All,$,1000000,171000000
Reimpor,2020,04/12/2020,Friday,2020-04-12,All,All,All,$,0,174000000
Reimpor,2015,04/12/2015,Friday,2020-04-12,All,All,All,$,1000000,216000000
Reimpor,2017,17/04/2017,Monday,2020-04-13,All,All,All,$,0,35000000
Reimpor,2020,13/04/2020,Monday,2020-04-13,All,All,All,$,0,32000000
Reimpor,2015,13/04/2015,Monday,2020-04-13,All,All,All,$,0,47000000
Reimpor,2019,15/04/2019,Monday,2020-04-13,All,All,All,$,0,36000000
Reimpor,2018,16/04/2018,Monday,2020-04-13,All,All,All,$,1000000,35000000
Reimpor,2016,11/04/2016,Monday,2020-04-13,All,All,All,$,1000000,43000000
Reimpor,2018,17/04/2018,Tuesday,2020-04-14,All,All,All,$,1000000,35000000
Reimpor,2020,14/04/2020,Tuesday,2020-04-14,All,All,All,$,0,32000000
Reimpor,2017,18/04/2017,Tuesday,2020-04-14,All,All,All,$,0,36000000
Reimpor,2016,12/04/2016,Tuesday,2020-04-14,All,All,All,$,0,43000000
Reimpor,2019,16/04/2019,Tuesday,2020-04-14,All,All,All,$,2000000,38000000
Reimpor,2015,14/04/2015,Tuesday,2020-04-14,All,All,All,$,0,47000000
Reimpor,2016,13/04/2016,Wednesday,2020-04-15,All,All,All,$,1000000,44000000
Reimpor,2018,18/04/2018,Wednesday,2020-04-15,All,All,All,$,2000000,37000000
Reimpor,2017,19/04/2017,Wednesday,2020-04-15,All,All,All,$,0,36000000
Reimpor,2019,17/04/2019,Wednesday,2020-04-15,All,All,All,$,1000000,39000000
Reimpor,2015,15/04/2015,Wednesday,2020-04-15,All,All,All,$,1000000,48000000
Reimpor,2020,15/04/2020,Wednesday,2020-04-15,All,All,All,$,1000000,33000000
Reimpor,2019,18/04/2019,Thursday,2020-04-16,All,All,All,$,3000000,42000000
Reimpor,2016,14/04/2016,Thursday,2020-04-16,All,All,All,$,6000000,50000000
Reimpor,2017,20/04/2017,Thursday,2020-04-16,All,All,All,$,0,36000000
Reimpor,2020,16/04/2020,Thursday,2020-04-16,All,All,All,$,0,33000000
Reimpor,2015,16/04/2015,Thursday,2020-04-16,All,All,All,$,1000000,49000000
Reimpor,2018,19/04/2018,Thursday,2020-04-16,All,All,All,$,1000000,38000000
Reimpor,2016,15/04/2016,Friday,2020-04-17,All,All,All,$,1000000,50000000
Reimpor,2015,17/04/2015,Friday,2020-04-17,All,All,All,$,2000000,51000000
Reimpor,2017,21/04/2017,Friday,2020-04-17,All,All,All,$,0,36000000
Reimpor,2020,17/04/2020,Friday,2020-04-17,All,All,All,$,0,34000000
Reimpor,2018,20/04/2018,Friday,2020-04-17,All,All,All,$,10000000,48000000
Reimpor,2019,19/04/2019,Friday,2020-04-17,All,All,All,$,0,42000000
Reimpor,2016,16/04/2016,Saturday,2020-04-18,All,All,All,$,0,50000000
Reimpor,2020,18/04/2020,Saturday,2020-04-18,All,All,All,$,0,34000000
Reimpor,2018,21/04/2018,Saturday,2020-04-18,All,All,All,$,0,48000000
Reimpor,2019,20/04/2019,Saturday,2020-04-18,All,All,All,$,0,42000000
Reimpor,2017,22/04/2017,Saturday,2020-04-18,All,All,All,$,0,37000000
Reimpor,2015,18/04/2015,Saturday,2020-04-18,All,All,All,$,0,51000000
Reimpor,2016,17/04/2016,Sunday,2020-04-19,All,All,All,$,0,51000000
Reimpor,2017,23/04/2017,Sunday,2020-04-19,All,All,All,$,0,37000000
Reimpor,2018,22/04/2018,Sunday,2020-04-19,All,All,All,$,0,49000000
Reimpor,2015,19/04/2015,Sunday,2020-04-19,All,All,All,$,0,51000000
Reimpor,2019,21/04/2019,Sunday,2020-04-19,All,All,All,$,0,42000000
Reimpor,2020,19/04/2020,Sunday,2020-04-19,All,All,All,$,0,34000000
Reimpor,2018,23/04/2018,Monday,2020-04-20,All,All,All,$,1000000,50000000
Reimpor,2020,20/04/2020,Monday,2020-04-20,All,All,All,$,0,34000000
Reimpor,2017,24/04/2017,Monday,2020-04-20,All,All,All,$,0,37000000
Reimpor,2016,18/04/2016,Monday,2020-04-20,All,All,All,$,1000000,51000000
Reimpor,2015,20/04/2015,Monday,2020-04-20,All,All,All,$,3000000,55000000
Reimpor,2019,22/04/2019,Monday,2020-04-20,All,All,All,$,0,42000000
Reimpor,2016,19/04/2016,Tuesday,2020-04-21,All,All,All,$,1000000,52000000
Reimpor,2015,21/04/2015,Tuesday,2020-04-21,All,All,All,$,1000000,55000000
Reimpor,2018,24/04/2018,Tuesday,2020-04-21,All,All,All,$,1000000,51000000
Reimpor,2017,25/04/2017,Tuesday,2020-04-21,All,All,All,$,0,37000000
Reimpor,2019,23/04/2019,Tuesday,2020-04-21,All,All,All,$,1000000,43000000
Reimpor,2020,21/04/2020,Tuesday,2020-04-21,All,All,All,$,2000000,36000000
Reimpor,2015,22/04/2015,Wednesday,2020-04-22,All,All,All,$,2000000,58000000
Reimpor,2018,25/04/2018,Wednesday,2020-04-22,All,All,All,$,0,51000000
Reimpor,2016,20/04/2016,Wednesday,2020-04-22,All,All,All,$,0,52000000
Reimpor,2019,24/04/2019,Wednesday,2020-04-22,All,All,All,$,1000000,44000000
Reimpor,2017,26/04/2017,Wednesday,2020-04-22,All,All,All,$,1000000,37000000
Reimpor,2020,22/04/2020,Wednesday,2020-04-22,All,All,All,$,0,37000000
Reimpor,2017,27/04/2017,Thursday,2020-04-23,All,All,All,$,1000000,38000000
Reimpor,2015,23/04/2015,Thursday,2020-04-23,All,All,All,$,1000000,59000000
Reimpor,2016,21/04/2016,Thursday,2020-04-23,All,All,All,$,1000000,53000000
Reimpor,2019,25/04/2019,Thursday,2020-04-23,All,All,All,$,0,44000000
Reimpor,2018,26/04/2018,Thursday,2020-04-23,All,All,All,$,1000000,51000000
Reimpor,2020,23/04/2020,Thursday,2020-04-23,All,All,All,$,0,37000000
Reimpor,2016,22/04/2016,Friday,2020-04-24,All,All,All,$,0,54000000
Reimpor,2015,24/04/2015,Friday,2020-04-24,All,All,All,$,1000000,60000000
Reimpor,2017,28/04/2017,Friday,2020-04-24,All,All,All,$,0,39000000
Reimpor,2019,26/04/2019,Friday,2020-04-24,All,All,All,$,0,45000000
Reimpor,2018,27/04/2018,Friday,2020-04-24,All,All,All,$,0,52000000
Reimpor,2020,24/04/2020,Friday,2020-04-24,All,All,All,$,1000000,37000000
Reimpor,2020,25/04/2020,Saturday,2020-04-25,All,All,All,$,0,37000000
Reimpor,2015,25/04/2015,Saturday,2020-04-25,All,All,All,$,0,60000000
Reimpor,2016,23/04/2016,Saturday,2020-04-25,All,All,All,$,0,54000000
Reimpor,2019,27/04/2019,Saturday,2020-04-25,All,All,All,$,0,45000000
Reimpor,2018,28/04/2018,Saturday,2020-04-25,All,All,All,$,0,52000000
Reimpor,2017,29/04/2017,Saturday,2020-04-25,All,All,All,$,0,39000000
Reimpor,2020,26/04/2020,Sunday,2020-04-26,All,All,All,$,0,37000000
Reimpor,2019,28/04/2019,Sunday,2020-04-26,All,All,All,$,0,45000000
Reimpor,2017,30/04/2017,Sunday,2020-04-26,All,All,All,$,0,39000000
Reimpor,2016,24/04/2016,Sunday,2020-04-26,All,All,All,$,0,54000000
Reimpor,2018,29/04/2018,Sunday,2020-04-26,All,All,All,$,0,52000000
Reimpor,2015,26/04/2015,Sunday,2020-04-26,All,All,All,$,0,60000000
Reimpor,2015,27/04/2015,Monday,2020-04-27,All,All,All,$,0,60000000
Reimpor,2019,29/04/2019,Monday,2020-04-27,All,All,All,$,1000000,45000000
Reimpor,2017,01/05/2017,Monday,2020-04-27,All,All,All,$,1000000,40000000
Reimpor,2018,30/04/2018,Monday,2020-04-27,All,All,All,$,0,52000000
Reimpor,2020,27/04/2020,Monday,2020-04-27,All,All,All,$,1000000,39000000
Reimpor,2016,25/04/2016,Monday,2020-04-27,All,All,All,$,0,54000000
Reimpor,2020,28/04/2020,Tuesday,2020-04-28,All,All,All,$,0,39000000
Reimpor,2015,28/04/2015,Tuesday,2020-04-28,All,All,All,$,1000000,61000000
Reimpor,2019,30/04/2019,Tuesday,2020-04-28,All,All,All,$,0,46000000
Reimpor,2017,02/05/2017,Tuesday,2020-04-28,All,All,All,$,1000000,40000000
Reimpor,2016,26/04/2016,Tuesday,2020-04-28,All,All,All,$,1000000,55000000
Reimpor,2018,01/05/2018,Tuesday,2020-04-28,All,All,All,$,2000000,54000000
Reimpor,2017,03/05/2017,Wednesday,2020-04-29,All,All,All,$,1000000,42000000
Reimpor,2019,01/05/2019,Wednesday,2020-04-29,All,All,All,$,0,46000000
Reimpor,2018,02/05/2018,Wednesday,2020-04-29,All,All,All,$,1000000,55000000
Reimpor,2015,29/04/2015,Wednesday,2020-04-29,All,All,All,$,3000000,64000000
Reimpor,2020,29/04/2020,Wednesday,2020-04-29,All,All,All,$,0,39000000
Reimpor,2016,27/04/2016,Wednesday,2020-04-29,All,All,All,$,1000000,55000000
Reimpor,2016,28/04/2016,Thursday,2020-04-30,All,All,All,$,1000000,56000000
Reimpor,2018,03/05/2018,Thursday,2020-04-30,All,All,All,$,1000000,56000000
Reimpor,2019,02/05/2019,Thursday,2020-04-30,All,All,All,$,0,46000000
Reimpor,2015,30/04/2015,Thursday,2020-04-30,All,All,All,$,1000000,65000000
Reimpor,2017,04/05/2017,Thursday,2020-04-30,All,All,All,$,2000000,43000000
Reimpor,2020,30/04/2020,Thursday,2020-04-30,All,All,All,$,2000000,41000000
Reimpor,2015,04/02/2015,Wednesday,2020-05-02,All,All,All,$,0,4000000
Reimpor,2016,03/02/2016,Wednesday,2020-05-02,All,All,All,$,0,1000000
Reimpor,2017,08/02/2017,Wednesday,2020-05-02,All,All,All,$,0,1000000
Reimpor,2019,06/02/2019,Wednesday,2020-05-02,All,All,All,$,0,2000000
Reimpor,2020,05/02/2020,Wednesday,2020-05-02,All,All,All,$,1000000,2000000
Reimpor,2018,07/02/2018,Wednesday,2020-05-02,All,All,All,$,1000000,2000000
Reimpor,2015,05/03/2015,Thursday,2020-05-03,All,All,All,$,1000000,25000000
Reimpor,2017,09/03/2017,Thursday,2020-05-03,All,All,All,$,1000000,12000000
Reimpor,2018,08/03/2018,Thursday,2020-05-03,All,All,All,$,1000000,18000000
Reimpor,2020,05/03/2020,Thursday,2020-05-03,All,All,All,$,2000000,18000000
Reimpor,2019,07/03/2019,Thursday,2020-05-03,All,All,All,$,2000000,17000000
Reimpor,2016,03/03/2016,Thursday,2020-05-03,All,All,All,$,0,16000000
Reimpor,2018,08/04/2018,Sunday,2020-05-04,All,All,All,$,0,30000000
Reimpor,2020,05/04/2020,Sunday,2020-05-04,All,All,All,$,0,30000000
Reimpor,2019,07/04/2019,Sunday,2020-05-04,All,All,All,$,0,31000000
Reimpor,2016,03/04/2016,Sunday,2020-05-04,All,All,All,$,0,37000000
Reimpor,2015,05/04/2015,Sunday,2020-05-04,All,All,All,$,0,43000000
Reimpor,2017,09/04/2017,Sunday,2020-05-04,All,All,All,$,0,30000000
Reimpor,2017,09/05/2017,Tuesday,2020-05-05,All,All,All,$,1000000,46000000
Reimpor,2020,05/05/2020,Tuesday,2020-05-05,All,All,All,$,0,44000000
Reimpor,2016,03/05/2016,Tuesday,2020-05-05,All,All,All,$,1000000,59000000
Reimpor,2018,08/05/2018,Tuesday,2020-05-05,All,All,All,$,0,57000000
Reimpor,2019,07/05/2019,Tuesday,2020-05-05,All,All,All,$,0,51000000
Reimpor,2015,05/05/2015,Tuesday,2020-05-05,All,All,All,$,0,67000000
Reimpor,2020,05/06/2020,Friday,2020-05-06,All,All,All,$,1000000,60000000
Reimpor,2017,09/06/2017,Friday,2020-05-06,All,All,All,$,0,59000000
Reimpor,2019,07/06/2019,Friday,2020-05-06,All,All,All,$,1000000,66000000
Reimpor,2016,03/06/2016,Friday,2020-05-06,All,All,All,$,1000000,75000000
Reimpor,2015,05/06/2015,Friday,2020-05-06,All,All,All,$,1000000,83000000
Reimpor,2018,08/06/2018,Friday,2020-05-06,All,All,All,$,1000000,77000000
Reimpor,2020,05/07/2020,Sunday,2020-05-07,All,All,All,$,0,76000000
Reimpor,2015,05/07/2015,Sunday,2020-05-07,All,All,All,$,0,95000000
Reimpor,2016,03/07/2016,Sunday,2020-05-07,All,All,All,$,0,90000000
Reimpor,2019,07/07/2019,Sunday,2020-05-07,All,All,All,$,0,83000000
Reimpor,2017,09/07/2017,Sunday,2020-05-07,All,All,All,$,0,72000000
Reimpor,2018,08/07/2018,Sunday,2020-05-07,All,All,All,$,0,90000000
Reimpor,2015,05/08/2015,Wednesday,2020-05-08,All,All,All,$,1000000,119000000
Reimpor,2017,09/08/2017,Wednesday,2020-05-08,All,All,All,$,0,90000000
Reimpor,2019,07/08/2019,Wednesday,2020-05-08,All,All,All,$,1000000,97000000
Reimpor,2018,08/08/2018,Wednesday,2020-05-08,All,All,All,$,0,106000000
Reimpor,2016,03/08/2016,Wednesday,2020-05-08,All,All,All,$,2000000,109000000
Reimpor,2020,05/08/2020,Wednesday,2020-05-08,All,All,All,$,1000000,104000000
Reimpor,2016,03/09/2016,Saturday,2020-05-09,All,All,All,$,0,126000000
Reimpor,2018,08/09/2018,Saturday,2020-05-09,All,All,All,$,0,121000000
Reimpor,2019,07/09/2019,Saturday,2020-05-09,All,All,All,$,0,111000000
Reimpor,2017,09/09/2017,Saturday,2020-05-09,All,All,All,$,0,115000000
Reimpor,2020,05/09/2020,Saturday,2020-05-09,All,All,All,$,0,126000000
Reimpor,2015,05/09/2015,Saturday,2020-05-09,All,All,All,$,0,153000000
Reimpor,2015,05/10/2015,Monday,2020-05-10,All,All,All,$,0,173000000
Reimpor,2019,07/10/2019,Monday,2020-05-10,All,All,All,$,0,123000000
Reimpor,2018,08/10/2018,Monday,2020-05-10,All,All,All,$,0,137000000
Reimpor,2017,09/10/2017,Monday,2020-05-10,All,All,All,$,1000000,131000000
Reimpor,2016,03/10/2016,Monday,2020-05-10,All,All,All,$,1000000,141000000
Reimpor,2020,05/10/2020,Monday,2020-05-10,All,All,All,$,0,135000000
Reimpor,2019,07/11/2019,Thursday,2020-05-11,All,All,All,$,1000000,140000000
Reimpor,2017,09/11/2017,Thursday,2020-05-11,All,All,All,$,0,154000000
Reimpor,2018,08/11/2018,Thursday,2020-05-11,All,All,All,$,1000000,152000000
Reimpor,2020,05/11/2020,Thursday,2020-05-11,All,All,All,$,0,158000000
Reimpor,2015,05/11/2015,Thursday,2020-05-11,All,All,All,$,1000000,198000000
Reimpor,2020,05/12/2020,Saturday,2020-05-12,All,All,All,$,0,174000000
Reimpor,2019,07/12/2019,Saturday,2020-05-12,All,All,All,$,0,163000000
Reimpor,2017,09/12/2017,Saturday,2020-05-12,All,All,All,$,0,171000000
